technique_id,technique_name,tactic,platforms,subtechniques,parent_technique,groups,software,campaigns,data_sources,data_components,mitigations,detection_text,system_requirements,permissions_required,effective_permissions,stealth_score,noise_score,log_surface_area,privilege_stealth_factor,detection_difficulty,lolbin_usage,edr_visibility,cloud_visibility
T1182,AppCert DLLs,persistence|privilege-escalation,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1218.003,CMSTP,stealth,Windows,,,G0069|G0080,S1149|S1202,,,,M1038|M1042,,,,,10,0,0,1,unknown,,,
T1563.001,SSH Hijacking,lateral-movement,Linux|macOS,,,,S1220,,,,M1022|M1026|M1027|M1042,,,,,10,0,0,1,unknown,,,
T1562.002,Disable Windows Event Logging,stealth,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1029,Scheduled Transfer,exfiltration,Linux|Windows|macOS,,,G0126,S0045|S0126|S0154|S0200|S0211|S0223|S0265|S0283|S0395|S0409|S0444|S0596|S0667|S0668|S0696|S1019|S1100,,,,M1031,,,,,10,0,0,1,unknown,,,
T1021.002,SMB/Windows Admin Shares,lateral-movement,Windows,,,G0004|G0007|G0009|G0010|G0022|G0028|G0032|G0034|G0050|G0061|G0071|G0087|G0096|G0102|G0108|G0114|G0117|G0143|G1009|G1016|G1021|G1022|G1040|G1043|G1046|G1047|G1054,S0019|S0029|S0038|S0039|S0056|S0089|S0140|S0154|S0236|S0350|S0365|S0367|S0368|S0446|S0504|S0532|S0575|S0603|S0608|S0659|S0672|S0698|S1063|S1073|S1180|S1187|S1199|S1202|S1212|S1242,C0014|C0024|C0025|C0029|C0038|C0048|C0049|C0051,,,M1026|M1027|M1035|M1037,,,,,10,0,0,1,unknown,,,
T1525,Implant Internal Image,persistence,Containers|IaaS,,,,,,,,M1026|M1045|M1047,,,,,10,0,0,1,unknown,,,
T1572,Protocol Tunneling,command-and-control,ESXi|Linux|Windows|macOS,,,G0037|G0046|G0049|G0059|G0065|G0080|G0114|G0117|G0129|G1003|G1015|G1016|G1021|G1045|G1055,S0022|S0038|S0154|S0173|S0508|S0604|S0650|S0687|S0699|S1015|S1020|S1027|S1044|S1063|S1141|S1144|S1187|S1189|S9015|S9023|S9024,C0004|C0027|C0029|C0032|C0034|C0058,,,M1031|M1037,,,,,10,0,0,1,unknown,,,
T1218.002,Control Panel,stealth,Windows,,,,S0172|S0260,,,,M1022|M1038,,,,,10,0,0,1,unknown,,,
T1599.001,Network Address Translation Traversal,defense-impairment,Network Devices,,,,,,,,M1026|M1027|M1032|M1037|M1043,,,,,10,0,0,1,unknown,,,
T1608.002,Upload Tool,resource-development,PRE,,,G0027|G1051,,C0010|C0022|C0063,,,M1056,,,,,10,0,0,1,unknown,,,
T1547.005,Security Support Provider,persistence|privilege-escalation,Windows,,,,S0002|S0194|S0363,,,,M1025,,,,,10,0,0,1,unknown,,,
T1036.011,Overwrite Process Arguments,stealth,Linux,,,,S1161,,,,,,,,,10,0,0,1,unknown,,,
T1004,Winlogon Helper DLL,persistence,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1009,Binary Padding,stealth,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1550,Use Alternate Authentication Material,lateral-movement,Containers|IaaS|Identity Provider|Linux|Office Suite|SaaS|Windows,,,,S0661,C0024,,,M1013|M1015|M1018|M1026|M1027|M1036|M1047,,,,,10,0,0,1,unknown,,,
T1076,Remote Desktop Protocol,lateral-movement,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1597.001,Threat Intel Vendors,reconnaissance,PRE,,,,,,,,M1056,,,,,10,0,0,1,unknown,,,
T1011,Exfiltration Over Other Network Medium,exfiltration,Linux|Windows|macOS,,,,,,,,M1028|M1042,,,,,10,0,0,1,unknown,,,
T1602.002,Network Device Configuration Dump,collection,Network Devices,,,G1045,S9010,C0063,,,M1030|M1031|M1037|M1041|M1051|M1054,,,,,10,0,0,1,unknown,,,
T1589,Gather Victim Identity Information,reconnaissance,PRE,,,G0050|G0059|G1001|G1004|G1015|G1016|G1017|G1033|G1052|G1055,,C0014|C0022,,,M1056,,,,,10,0,0,1,unknown,,,
T1131,Authentication Package,persistence,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1181,Extra Window Memory Injection,privilege-escalation|stealth,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1562.004,Disable or Modify System Firewall,stealth,ESXi|Linux|Network Devices|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1560,Archive Collected Data,collection,Linux|Windows|macOS,,,G0001|G0004|G0007|G0032|G0035|G0037|G0040|G0045|G0050|G0065|G1003|G1014|G1043,S0010|S0045|S0091|S0093|S0113|S0187|S0198|S0249|S0251|S0253|S0257|S0267|S0279|S0331|S0343|S0356|S0363|S0375|S0395|S0409|S0445|S0454|S0456|S0487|S0515|S0517|S0521|S0567|S0586|S0622|S0657|S0658|S0667|S0681|S1012|S1039|S1101|S1140|S1148|S1196|S1206|S9032|S9036,,,,M1047,,,,,10,0,0,1,unknown,,,
T1152,Launchctl,execution|persistence|stealth,macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1553.003,SIP and Trust Provider Hijacking,defense-impairment,Windows,,,,,,,,M1022|M1024|M1038,,,,,10,0,0,1,unknown,,,
T1483,Domain Generation Algorithms,command-and-control,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1185,Browser Session Hijacking,collection,Windows,,,G0094,S0154|S0266|S0331|S0384|S0386|S0483|S0484|S0530|S0531|S0631|S0650|S1201|S1207|S9003,,,,M1017|M1018,,,,,10,0,0,1,unknown,,,
T1021,Remote Services,lateral-movement,ESXi|IaaS|Linux|Windows|macOS,,,G0102|G0143|G1003,S0437|S0603|S1016|S1063,,,,M1018|M1027|M1032|M1035|M1042|M1047,,,,,10,0,0,1,unknown,,,
T1071.003,Mail Protocols,command-and-control,Linux|Network Devices|Windows|macOS,,,G0007|G0010|G0050|G0083|G0094|G1052,S0022|S0023|S0125|S0126|S0137|S0138|S0201|S0247|S0251|S0331|S0337|S0351|S0395|S0477|S0495|S1042|S1090|S1142|S1152|S1173,,,,M1031|M1037,,,,,10,0,0,1,unknown,,,
T1556.007,Hybrid Identity,credential-access|defense-impairment|persistence,IaaS|Identity Provider|Office Suite|SaaS|Windows,,,G0016,S0677,,,,M1026|M1032|M1047,,,,,10,0,0,1,unknown,,,
T1595.002,Vulnerability Scanning,reconnaissance,PRE,,,G0007|G0016|G0034|G0035|G0059|G0065|G0096|G0123|G0139|G0143|G1003|G1006|G1035|G1055,,C0029|C0058|C0062,,,M1056,,,,,10,0,0,1,unknown,,,
T1059.009,Cloud API,execution,IaaS|Identity Provider|Office Suite|SaaS,,,G0016|G0139|G1053,S1091|S9009,,,,M1026|M1038,,,,,10,0,0,1,unknown,,,
T1596,Search Open Technical Databases,reconnaissance,PRE,,,G0007|G0094,,,,,M1056,,,,,10,0,0,1,unknown,,,
T1218.015,Electron Applications,stealth,Linux|Windows|macOS,,,,S1213,C0057,,,M1038|M1042|M1050,,,,,10,0,0,1,unknown,,,
T1562.012,Disable or Modify Linux Audit System,stealth,Linux,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1207,Rogue Domain Controller,defense-impairment,Windows,,,,S0002,,,,,,,,,10,0,0,1,unknown,,,
T1553.006,Code Signing Policy Modification,defense-impairment,Windows|macOS,,,G0010|G0087,S0009|S0089|S0664,,,,M1024|M1026|M1046,,,,,10,0,0,1,unknown,,,
T1610,Deploy Container,execution,Containers,,,G0139,S0599|S0600|S0683,,,,M1018|M1030|M1035|M1047,,,,,10,0,0,1,unknown,,,
T1107,File Deletion,stealth,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1145,Private Keys,credential-access,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1112,Modify Registry,defense-impairment|persistence,Windows,,,G0010|G0027|G0030|G0035|G0040|G0047|G0049|G0050|G0059|G0061|G0073|G0078|G0082|G0091|G0092|G0094|G0096|G0102|G0108|G0119|G0143|G1003|G1006|G1014|G1017|G1031|G1043|G1044|G1051,S0011|S0012|S0013|S0019|S0022|S0023|S0031|S0032|S0045|S0075|S0090|S0115|S0126|S0140|S0142|S0148|S0154|S0157|S0158|S0180|S0198|S0203|S0205|S0210|S0229|S0239|S0240|S0242|S0245|S0254|S0256|S0260|S0261|S0262|S0263|S0266|S0267|S0268|S0269|S0271|S0330|S0331|S0332|S0334|S0336|S0342|S0343|S0348|S0350|S0356|S0376|S0385|S0386|S0397|S0412|S0428|S0438|S0441|S0444|S0447|S0455|S0457|S0467|S0476|S0488|S0496|S0501|S0511|S0517|S0518|S0527|S0531|S0533|S0537|S0559|S0560|S0568|S0569|S0570|S0572|S0576|S0579|S0583|S0589|S0596|S0603|S0608|S0611|S0612|S0631|S0640|S0649|S0650|S0660|S0662|S0663|S0664|S0665|S0666|S0668|S0669|S0670|S0673|S0674|S0677|S0679|S0691|S0692|S0697|S1011|S1025|S1033|S1047|S1050|S1058|S1059|S1060|S1066|S1068|S1070|S1090|S1099|S1131|S1132|S1149|S1178|S1180|S1181|S1190|S1199|S1201|S1202|S1226|S1230|S1242|S1247|S9023|S9025|S9032,C0002|C0006|C0014|C0028|C0058,,,M1024,,,,,10,0,0,1,unknown,,,
T1543.004,Launch Daemon,persistence|privilege-escalation,macOS,,,,S0352|S0451|S0482|S0497|S0584|S0595|S0658|S0690|S1105|S1219,C0057,,,M1018|M1047,,,,,10,0,0,1,unknown,,,
T1580,Cloud Infrastructure Discovery,discovery,IaaS,,,G1015|G1053,S1091|S9009,,,,M1018,,,,,10,0,0,1,unknown,,,
T1555.003,Credentials from Web Browsers,credential-access,Linux|Windows|macOS,,,G0021|G0022|G0034|G0037|G0038|G0040|G0049|G0064|G0067|G0069|G0077|G0092|G0094|G0096|G0100|G0128|G0130|G1001|G1004|G1017|G1026|G1039|G1044,S0002|S0048|S0050|S0089|S0093|S0094|S0113|S0115|S0130|S0132|S0138|S0144|S0153|S0161|S0192|S0198|S0226|S0240|S0251|S0262|S0266|S0279|S0283|S0331|S0344|S0349|S0356|S0363|S0365|S0367|S0385|S0387|S0409|S0428|S0434|S0435|S0436|S0447|S0484|S0492|S0526|S0528|S0530|S0531|S0629|S0631|S0650|S0657|S0670|S0681|S0692|S1042|S1122|S1146|S1148|S1156|S1201|S1207|S1213|S1240|S1245|S1246|S9010|S9022,C0024|C0044,,,M1017|M1018|M1021|M1027|M1051,,,,,10,0,0,1,unknown,,,
T1574.008,Path Interception by Search Order Hijacking,execution|stealth,Windows,,,,S0194|S0363,,,,M1022|M1038|M1047,,,,,10,0,0,1,unknown,,,
T1491,Defacement,impact,ESXi|IaaS|Linux|Windows|macOS,,,,,,,,M1053,,,,,10,0,0,1,unknown,,,
T1535,Unused/Unsupported Cloud Regions,stealth,IaaS,,,,,,,,M1054,,,,,10,0,0,1,unknown,,,
T1557.003,DHCP Spoofing,collection|credential-access,Linux|Windows|macOS,,,,,,,,M1031|M1037,,,,,10,0,0,1,unknown,,,
T1155,AppleScript,execution,macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1563,Remote Service Session Hijacking,lateral-movement,Linux|Windows|macOS,,,,,,,,M1018|M1026|M1027|M1030|M1042,,,,,10,0,0,1,unknown,,,
T1564.013,Bind Mounts,stealth,Linux,,,,,C0035,,,,,,,,10,0,0,1,unknown,,,
T1027.001,Binary Padding,stealth,Linux|Windows|macOS,,,G0002|G0016|G0040|G0060|G0065|G0094|G0126|G1024,S0013|S0082|S0236|S0244|S0268|S0367|S0433|S0477|S0528|S0531|S0586|S0614|S0632|S0650|S1070|S1086|S1149|S1160|S1185|S1239|S9016|S9018,,,,,,,,,10,0,0,1,unknown,,,
T1505.003,Web Shell,persistence,Linux|Network Devices|Windows|macOS,,,G0007|G0009|G0016|G0027|G0034|G0035|G0049|G0050|G0059|G0065|G0081|G0082|G0087|G0093|G0094|G0117|G0123|G0125|G0129|G0131|G0135|G1003|G1009|G1012|G1016|G1017|G1023|G1030|G1041|G1043|G1051,S0020|S0072|S0073|S0185|S0578|S0598|S1108|S1110|S1112|S1113|S1115|S1117|S1118|S1119|S1120|S1163|S1187|S1188|S1189|S9014|S9024|S9028,C0012|C0014|C0017|C0029|C0032|C0034|C0038|C0039|C0040|C0041|C0049|C0058|C0061,,,M1018|M1042,,,,,10,0,0,1,unknown,,,
T1484.001,Group Policy Modification,defense-impairment|privilege-escalation,Windows,,,G0096|G0119|G1021|G1053|G1055,S0363|S0554|S0688|S0697|S1058|S1199|S1202|S1242,C0034|C0058|C0063,,,M1018|M1047,,,,,10,0,0,1,unknown,,,
T1685.006,Clear Linux or Mac System Logs,defense-impairment,Linux|macOS,,,G0106|G0139|G1041|G1045,S0279|S1016|S1164|S1206,,,,M1022|M1029|M1041,,,,,10,0,0,1,unknown,,,
T1217,Browser Information Discovery,discovery,Linux|Windows|macOS,,,G0082|G0094|G0114|G0117|G1015|G1017|G1036,S0079|S0274|S0363|S0409|S0567|S0673|S0681|S1012|S1042|S1060|S1122|S1153|S1185|S1196|S1213|S1240|S1246|S9010,C0042|C0044|C0057|C0060,,,,,,,,10,0,0,1,unknown,,,
T1552.004,Private Keys,credential-access,Linux|Network Devices|Windows|macOS,,,G0094|G0106|G0139|G1015|G1017|G1053,S0002|S0283|S0363|S0377|S0409|S0599|S0601|S0661|S0677|S1060|S1196,C0014|C0024,,,M1022|M1027|M1041|M1047,,,,,10,0,0,1,unknown,,,
T1583.004,Server,resource-development,PRE,,,G0034|G0093|G0094|G1006|G1012|G1020|G1055,,C0002|C0006|C0014|C0022,,,M1056,,,,,10,0,0,1,unknown,,,
T1021.006,Windows Remote Management,lateral-movement,Windows,,,G0027|G0102|G0114|G1016|G1053,S0154|S0692|S1063,C0024|C0048,,,M1026|M1030|M1042,,,,,10,0,0,1,unknown,,,
T1011.001,Exfiltration Over Bluetooth,exfiltration,Linux|Windows|macOS,,,,S0143,,,,M1028|M1042,,,,,10,0,0,1,unknown,,,
T1078.001,Default Accounts,initial-access|persistence|privilege-escalation|stealth,Containers|ESXi|IaaS|Identity Provider|Linux|Network Devices|Office Suite|SaaS|Windows|macOS,,,G0059|G1003|G1016|G1048,S0537|S0603,C0038,,,M1027|M1032,,,,,10,0,0,1,unknown,,,
T1547.003,Time Providers,persistence|privilege-escalation,Windows,,,,,,,,M1022|M1024,,,,,10,0,0,1,unknown,,,
T1183,Image File Execution Options Injection,persistence|privilege-escalation|stealth,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1085,Rundll32,execution|stealth,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1031,Modify Existing Service,persistence,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1546.005,Trap,persistence|privilege-escalation,Linux|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1574.006,Dynamic Linker Hijacking,execution|stealth,Linux|macOS,,,G0096|G0106|G0143,S0377|S0394|S0601|S0658|S1105|S1220|S9024,,,,M1028|M1038,,,,,10,0,0,1,unknown,,,
T1136.001,Local Account,persistence,Containers|ESXi|Linux|Network Devices|Windows|macOS,,,G0022|G0035|G0059|G0077|G0087|G0094|G0096|G0102|G0117|G0119|G0139|G1016|G1023|G1034,S0030|S0039|S0084|S0085|S0143|S0192|S0274|S0363|S0382|S0394|S0412|S0493|S0601|S0649|S1111,C0062,,,M1026|M1032,,,,,10,0,0,1,unknown,,,
T1681,Search Threat Vendor Data,reconnaissance,PRE,,,G1048|G1052,,,,,M1056,,,,,10,0,0,1,unknown,,,
T1674,Input Injection,execution,Linux|Windows|macOS,,,G0046,,,,,M1034|M1038,,,,,10,0,0,1,unknown,,,
T1092,Communication Through Removable Media,command-and-control,Linux|Windows|macOS,,,G0007,S0023|S0136,,,,M1028|M1042,,,,,10,0,0,1,unknown,,,
T1070.001,Clear Windows Event Logs,stealth,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1585.002,Email Accounts,resource-development,PRE,,,G0006|G0032|G0034|G0059|G0065|G0094|G0102|G0119|G0122|G0129|G1001|G1011|G1012|G1033|G1036|G1044|G1051|G1052|G1055,,C0006|C0007|C0014|C0016|C0022|C0058|C0059|C0060,,,M1056,,,,,10,0,0,1,unknown,,,
T1557.001,Name Resolution Poisoning and SMB Relay,collection|credential-access,Windows,,,G0032|G0102,S0174|S0192|S0357|S0363|S0378,,,,M1030|M1031|M1037|M1042,,,,,10,0,0,1,unknown,,,
T1222,File and Directory Permissions Modification,defense-impairment,ESXi|Linux|Windows|macOS,,,,S1242,,,,M1022|M1026,,,,,10,0,0,1,unknown,,,
T1003.001,LSASS Memory,credential-access,Windows,,,G0003|G0004|G0006|G0007|G0022|G0027|G0034|G0037|G0049|G0050|G0059|G0060|G0061|G0064|G0065|G0068|G0069|G0077|G0087|G0091|G0093|G0094|G0096|G0102|G0107|G0108|G0117|G0119|G0125|G0129|G0143|G1003|G1006|G1016|G1017|G1023|G1030|G1036|G1039|G1040|G1048|G1051|G1054|G1055,S0002|S0005|S0046|S0056|S0121|S0154|S0187|S0192|S0194|S0342|S0349|S0357|S0363|S0365|S0367|S0368|S0378|S0428|S0439|S0583|S0606|S0633|S0681|S0692|S1060|S1242,C0014|C0025|C0029|C0030|C0032|C0038|C0058|C0061|C0063,,,M1017|M1025|M1026|M1027|M1028|M1040|M1043,,,,,10,0,0,1,unknown,,,
T1053.001,At (Linux),execution|persistence|privilege-escalation,Linux,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1176.002,IDE Extensions,persistence,Linux|Windows|macOS,,,G0129,,,,,M1017|M1033|M1038|M1047|M1051,,,,,10,0,0,1,unknown,,,
T1179,Hooking,credential-access|persistence|privilege-escalation,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1595,Active Scanning,reconnaissance,PRE,,,,,C0030,,,M1056,,,,,10,0,0,1,unknown,,,
T1027.016,Junk Code Insertion,stealth,Linux|Windows|macOS,,,G0046|G0047|G0050|G0094|G0099|G0129,S0117|S0137|S0182|S0223|S0230|S0248|S0370|S0449|S0453|S0477|S0512|S0612|S0666|S1183|S9019|S9020|S9025|S9027,,,,M1049,,,,,10,0,0,1,unknown,,,
T1547.011,Plist Modification,persistence|privilege-escalation,macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1548,Abuse Elevation Control Mechanism,privilege-escalation,IaaS|Identity Provider|Linux|Office Suite|Windows|macOS,,,G1048,S1130,,,,M1018|M1022|M1026|M1028|M1038|M1047|M1051|M1052,,,,,10,0,0,1,unknown,,,
T1134.002,Create Process with Token,privilege-escalation|stealth,Windows,,,G0010|G0032,S0239|S0344|S0356|S0363|S0378|S0412|S0456|S0496|S0501|S0689|S1239,,,,M1018|M1026,,,,,10,0,0,1,unknown,,,
T1548.001,Setuid and Setgid,privilege-escalation,Linux|macOS,,,,S0276|S0401,,,,M1028,,,,,10,0,0,1,unknown,,,
T1547.004,Winlogon Helper DLL,persistence|privilege-escalation,Windows,,,G0010|G0081|G0102,S0168|S0200|S0351|S0375|S0379|S0387|S0534|S1066|S1202|S1242,,,,M1018|M1038,,,,,10,0,0,1,unknown,,,
T1019,System Firmware,persistence,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1021.003,Distributed Component Object Model,lateral-movement,Windows,,,,S0154|S0363|S0692,,,,M1026|M1030|M1042|M1048,,,,,10,0,0,1,unknown,,,
T1042,Change Default File Association,persistence,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1117,Regsvr32,execution|stealth,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1110.003,Password Spraying,credential-access,Containers|ESXi|IaaS|Identity Provider|Linux|Network Devices|Office Suite|SaaS|Windows|macOS,,,G0007|G0016|G0032|G0064|G0077|G0114|G0122|G0125|G1001|G1003|G1030,S0362|S0413|S0488|S0606,C0051|C0055,,,M1027|M1032|M1036,,,,,10,0,0,1,unknown,,,
T1090.002,External Proxy,command-and-control,ESXi|Linux|Network Devices|Windows|macOS,,,G0007|G0016|G0022|G0032|G0045|G0053|G0069|G0087|G0091|G0093|G0131,S0019|S0141|S0223|S0260|S0266|S0439|S0444|S0650|S0699|S1084|S9003,C0055,,,M1031,,,,,10,0,0,1,unknown,,,
T1056.003,Web Portal Capture,collection|credential-access,Linux|Windows|macOS,,,G0094|G1035,S1022|S1116,C0029|C0030,,,M1026,,,,,10,0,0,1,unknown,,,
T1589.002,Email Addresses,reconnaissance,PRE,,,G0032|G0034|G0050|G0059|G0094|G0122|G0125|G0127|G1001|G1004|G1011|G1017|G1031|G1036,S0677,C0037|C0055,,,M1056,,,,,10,0,0,1,unknown,,,
T1164,Re-opened Applications,persistence,macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1054,Indicator Blocking,stealth,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1598.004,Spearphishing Voice,reconnaissance,PRE,,,G1004|G1015,,C0027|C0059,,,M1017,,,,,10,0,0,1,unknown,,,
T1683.001,Written Content,resource-development,PRE,,,G0099|G1052,,,,,M1056,,,,,10,0,0,1,unknown,,,
T1108,Redundant Access,persistence|stealth,IaaS|Identity Provider|Linux|Office Suite|SaaS|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1193,Spearphishing Attachment,initial-access,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1003.005,Cached Domain Credentials,credential-access,Linux|Windows,,,G0049|G0064|G0069|G0077,S0119|S0192|S0349|S0439,,,,M1015|M1017|M1026|M1027|M1028,,,,,10,0,0,1,unknown,,,
T1098.004,SSH Authorized Keys,persistence|privilege-escalation,ESXi|IaaS|Linux|Network Devices|macOS,,,G0139|G1006|G1045,S0468|S0482|S0658,C0061,,,M1018|M1022|M1042,,,,,10,0,0,1,unknown,,,
T1673,Virtual Machine Discovery,discovery,ESXi|Linux|Windows|macOS,,,G1048,S1096|S1217|S1242|S9019,,,,,,,,,10,0,0,1,unknown,,,
T1215,Kernel Modules and Extensions,persistence,Linux|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1101,Security Support Provider,persistence,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1590.006,Network Security Appliances,reconnaissance,PRE,,,G1017,,C0063,,,M1056,,,,,10,0,0,1,unknown,,,
T1546.012,Image File Execution Options Injection,persistence|privilege-escalation,Windows,,,,S0461|S0559,C0032,,,,,,,,10,0,0,1,unknown,,,
T1218.008,Odbcconf,stealth,Windows,,,G0080,S1039|S1130,,,,M1038|M1042,,,,,10,0,0,1,unknown,,,
T1593.002,Search Engines,reconnaissance,PRE,,,G0094,,C0040,,,M1056,,,,,10,0,0,1,unknown,,,
T1177,LSASS Driver,execution|persistence,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1591.002,Business Relationships,reconnaissance,PRE,,,G0034|G0035|G1004,,,,,M1056,,,,,10,0,0,1,unknown,,,
T1548.005,Temporary Elevated Cloud Access,privilege-escalation,IaaS|Identity Provider|Office Suite,,,,,,,,M1018,,,,,10,0,0,1,unknown,,,
T1125,Video Capture,collection,Linux|Windows|macOS,,,G0046|G0091|G1003|G1055,S0021|S0098|S0115|S0152|S0192|S0234|S0260|S0262|S0265|S0283|S0331|S0332|S0334|S0336|S0338|S0363|S0379|S0385|S0409|S0412|S0428|S0434|S0461|S0467|S0591|S0644|S0660|S0670|S1050|S1087|S1209,,,,,,,,,10,0,0,1,unknown,,,
T1144,Gatekeeper Bypass,stealth,macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1045,Software Packing,stealth,Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1055.013,Process Doppelgänging,privilege-escalation|stealth,Windows,,,G0077,S0242|S0534,,,,M1040,,,,,10,0,0,1,unknown,,,
T1016,System Network Configuration Discovery,discovery,ESXi|Linux|Network Devices|Windows|macOS,,,G0004|G0006|G0010|G0012|G0018|G0019|G0022|G0027|G0030|G0032|G0035|G0038|G0045|G0049|G0050|G0059|G0069|G0073|G0081|G0093|G0094|G0096|G0102|G0114|G0121|G0125|G0126|G0128|G0129|G0139|G1001|G1006|G1008|G1009|G1015|G1016|G1017|G1036|G1040|G1043|G1044|G1051|G1054,S0011|S0013|S0015|S0018|S0024|S0038|S0044|S0049|S0060|S0081|S0082|S0084|S0085|S0089|S0091|S0092|S0093|S0094|S0098|S0099|S0100|S0101|S0102|S0103|S0113|S0115|S0124|S0125|S0130|S0139|S0140|S0149|S0153|S0154|S0165|S0171|S0172|S0180|S0181|S0184|S0192|S0198|S0201|S0203|S0205|S0223|S0228|S0229|S0230|S0234|S0236|S0237|S0238|S0241|S0244|S0245|S0248|S0250|S0251|S0252|S0254|S0256|S0257|S0260|S0261|S0262|S0265|S0266|S0267|S0268|S0269|S0270|S0271|S0274|S0275|S0278|S0283|S0284|S0331|S0335|S0336|S0340|S0341|S0344|S0346|S0350|S0352|S0353|S0354|S0356|S0359|S0363|S0365|S0366|S0373|S0374|S0378|S0379|S0387|S0395|S0409|S0414|S0431|S0433|S0436|S0439|S0441|S0445|S0446|S0447|S0448|S0450|S0451|S0452|S0456|S0458|S0461|S0467|S0472|S0473|S0476|S0483|S0486|S0487|S0488|S0491|S0501|S0504|S0512|S0513|S0514|S0515|S0516|S0520|S0531|S0532|S0534|S0552|S0556|S0559|S0567|S0569|S0572|S0575|S0583|S0587|S0588|S0589|S0590|S0596|S0603|S0604|S0605|S0610|S0622|S0625|S0632|S0633|S0640|S0641|S0642|S0646|S0647|S0650|S0651|S0653|S0657|S0659|S0660|S0663|S0667|S0674|S0678|S0681|S0687|S0690|S0691|S0696|S1015|S1016|S1018|S1020|S1022|S1024|S1025|S1028|S1030|S1031|S1035|S1037|S1044|S1050|S1052|S1060|S1065|S1073|S1075|S1076|S1085|S1087|S1100|S1106|S1124|S1138|S1141|S1143|S1145|S1147|S1156|S1159|S1160|S1178|S1182|S1184|S1196|S1198|S1203|S1204|S1210|S1228|S1229|S1240|S1242|S1245|S1248|S1249|S9003|S9020|S9035,C0001|C0007|C0012|C0014|C0015|C0017|C0018|C0035|C0045|C0056|C0060|C0062|C0063,,,,,,,,10,0,0,1,unknown,,,
T1578.003,Delete Cloud Instance,defense-impairment,IaaS,,,G1004|G1053,,,,,M1018|M1047,,,,,10,0,0,1,unknown,,,
T1593.003,Code Repositories,reconnaissance,PRE,,,G0125|G1004|G1052,S9008,,,,M1013|M1047,,,,,10,0,0,1,unknown,,,
T1574.005,Executable Installer File Permissions Weakness,execution|stealth,Windows,,,G0129,,,,,M1018|M1047|M1052,,,,,10,0,0,1,unknown,,,
T1546.008,Accessibility Features,persistence|privilege-escalation,Windows,,,G0001|G0009|G0016|G0022|G0096|G0117,S0363,,,,M1028|M1035|M1038,,,,,10,0,0,1,unknown,,,
T1496.002,Bandwidth Hijacking,impact,Containers|IaaS|Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1504,PowerShell Profile,persistence|privilege-escalation,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1198,SIP and Trust Provider Hijacking,persistence|stealth,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1087,Account Discovery,discovery,ESXi|IaaS|Identity Provider|Linux|Office Suite|SaaS|Windows|macOS,,,G0143|G1015|G1016,S0445|S0658|S1065|S1229|S1239,C0024|C0062,,,M1018|M1028,,,,,10,0,0,1,unknown,,,
